hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.05,0.0,0.0,0.0
1,0.11,0.046,0.0,0.0,0.0
2,0.11,0.046,0.0,0.0,0.0
3,0.11,0.046,0.0,0.0,0.0
4,0.11,0.046,0.0,0.0,0.0
5,0.22,0.092,0.0,0.0,0.0
6,0.96,0.402,0.0,0.0,0.0
7,1.51,0.631,0.0,0.0,0.0
8,1.89,0.79,0.0,0.0,0.0
9,1.0,0.418,0.0,0.0,0.0
10,0.17,0.071,0.0,0.0,0.0
11,0.16,0.067,0.0,0.0,0.0
12,0.73,0.306,0.0,0.0,0.0
13,0.15,0.062,0.0,0.0,0.0
14,0.17,0.071,0.0,0.0,0.0
15,0.17,0.071,0.0,0.0,0.0
16,0.16,0.066,0.0,0.0,0.0
17,0.74,0.309,0.0,0.0,0.0
18,0.16,0.066,0.0,0.0,0.0
19,0.17,0.071,0.0,0.0,0.0
20,0.08,0.034,0.0,0.0,0.0
21,0.08,0.034,0.0,0.0,0.0
22,2.47,1.033,0.0,0.0,0.0
23,2.17,0.908,0.0,0.0,0.0
