hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.05,0.0,0.0,0.0
1,0.13,0.05,0.0,0.0,0.0
2,0.11,0.043,0.0,0.0,0.0
3,0.62,0.242,0.0,0.0,0.0
4,0.11,0.043,0.0,0.0,0.0
5,0.15,0.058,0.0,0.0,0.0
6,0.41,0.16,0.0,0.0,0.0
7,1.41,0.552,0.0,0.0,0.0
8,0.82,0.321,0.0,0.0,0.0
9,0.06,0.024,0.0,0.0,0.0
10,0.13,0.051,0.0,0.0,0.0
11,0.66,0.258,0.0,0.0,0.0
12,0.11,0.043,0.0,0.0,0.0
13,0.07,0.028,0.0,0.0,0.0
14,0.08,0.032,0.0,0.0,0.0
15,0.07,0.028,0.0,0.0,0.0
16,0.63,0.247,0.0,0.0,0.0
17,0.07,0.028,0.0,0.0,0.0
18,0.13,0.051,0.0,0.0,0.0
19,1.51,0.59,0.0,0.0,0.0
20,1.77,0.693,0.0,0.0,0.0
21,2.99,1.17,0.0,0.0,0.0
22,0.18,0.071,0.0,0.0,0.0
23,0.07,0.028,0.0,0.0,0.0
