hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.63,0.351,0.0,0.0,0.0
1,0.09,0.05,0.0,0.0,0.0
2,0.07,0.039,0.0,0.0,0.0
3,0.08,0.045,0.0,0.0,0.0
4,0.09,0.05,0.0,0.0,0.0
5,0.08,0.044,0.0,0.0,0.0
6,1.01,0.564,0.0,0.0,0.0
7,0.63,0.352,0.0,0.0,0.0
8,0.07,0.039,0.0,0.0,0.0
9,0.07,0.039,0.0,0.0,0.0
10,0.6,0.335,0.0,0.0,0.0
11,0.08,0.044,0.0,0.0,0.0
12,0.07,0.039,0.0,0.0,0.0
13,0.07,0.039,0.0,0.0,0.0
14,0.08,0.044,0.0,0.0,0.0
15,0.07,0.039,0.0,0.0,0.0
16,0.32,0.178,0.0,0.0,0.0
17,0.4,0.223,0.0,0.0,0.0
18,0.07,0.039,0.0,0.0,0.0
19,0.08,0.044,0.0,0.0,0.0
20,0.07,0.039,0.0,0.0,0.0
21,0.83,0.463,0.0,0.0,0.0
22,0.27,0.151,0.0,0.0,0.0
23,0.11,0.061,0.0,0.0,0.0
