hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.25,0.093,0.0,0.0,0.0
1,0.79,0.293,0.0,0.0,0.0
2,0.26,0.097,0.0,0.0,0.0
3,0.25,0.093,0.0,0.0,0.0
4,0.24,0.09,0.0,0.0,0.0
5,0.24,0.09,0.0,0.0,0.0
6,0.98,0.363,0.0,0.0,0.0
7,0.87,0.323,0.0,0.0,0.0
8,0.15,0.056,0.0,0.0,0.0
9,0.15,0.056,0.0,0.0,0.0
10,0.72,0.267,0.0,0.0,0.0
11,0.16,0.06,0.0,0.0,0.0
12,0.16,0.06,0.0,0.0,0.0
13,0.25,0.093,0.0,0.0,0.0
14,0.71,0.263,0.0,0.0,0.0
15,0.16,0.06,0.0,0.0,0.0
16,0.18,0.067,0.0,0.0,0.0
17,0.16,0.059,0.0,0.0,0.0
18,3.36,1.246,0.0,0.0,0.0
19,0.62,0.23,0.0,0.0,0.0
20,1.01,0.374,0.0,0.0,0.0
21,0.88,0.327,0.0,0.0,0.0
22,1.08,0.4,0.0,0.0,0.0
23,0.34,0.126,0.0,0.0,0.0
