hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.24,0.097,0.0,0.0,0.0
1,0.13,0.052,0.0,0.0,0.0
2,0.62,0.251,0.0,0.0,0.0
3,0.13,0.052,0.0,0.0,0.0
4,0.13,0.052,0.0,0.0,0.0
5,0.17,0.069,0.0,0.0,0.0
6,0.17,0.068,0.0,0.0,0.0
7,0.17,0.068,0.0,0.0,0.0
8,0.63,0.255,0.0,0.0,0.0
9,0.98,0.397,0.0,0.0,0.0
10,0.29,0.118,0.0,0.0,0.0
11,0.73,0.296,0.0,0.0,0.0
12,0.25,0.102,0.0,0.0,0.0
13,0.55,0.223,0.0,0.0,0.0
14,1.8,0.729,0.0,0.0,0.0
15,0.56,0.227,0.0,0.0,0.0
16,2.27,0.92,0.0,0.0,0.0
17,0.13,0.052,0.0,0.0,0.0
18,0.19,0.077,0.0,0.0,0.0
19,1.16,0.47,0.0,0.0,0.0
20,1.22,0.494,0.0,0.0,0.0
21,1.01,0.41,0.0,0.0,0.0
22,0.22,0.089,0.0,0.0,0.0
23,0.12,0.048,0.0,0.0,0.0
