hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.26,0.099,0.0,0.0,0.0
1,0.19,0.072,0.0,0.0,0.0
2,0.71,0.268,0.0,0.0,0.0
3,0.1,0.038,0.0,0.0,0.0
4,0.09,0.034,0.0,0.0,0.0
5,0.1,0.038,0.0,0.0,0.0
6,0.1,0.038,0.0,0.0,0.0
7,0.83,0.314,0.0,0.0,0.0
8,0.38,0.143,0.0,0.0,0.0
9,0.32,0.12,0.0,0.0,0.0
10,0.32,0.121,0.0,0.0,0.0
11,0.27,0.102,0.0,0.0,0.0
12,1.29,0.487,0.0,0.0,0.0
13,0.61,0.23,0.0,0.0,0.0
14,0.84,0.317,0.0,0.0,0.0
15,1.43,0.541,0.0,0.0,0.0
16,2.31,0.873,0.0,0.0,0.0
17,0.86,0.325,0.0,0.0,0.0
18,2.32,0.877,0.0,0.0,0.0
19,2.3,0.87,0.0,0.0,0.0
20,1.31,0.495,0.0,0.0,0.0
21,0.75,0.284,0.0,0.0,0.0
22,0.45,0.17,0.0,0.0,0.0
23,0.14,0.053,0.0,0.0,0.0
