hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.84,0.276,0.0,0.0,0.0
1,0.22,0.072,0.0,0.0,0.0
2,0.13,0.043,0.0,0.0,0.0
3,0.13,0.043,0.0,0.0,0.0
4,0.69,0.226,0.0,0.0,0.0
5,0.14,0.046,0.0,0.0,0.0
6,0.38,0.124,0.0,0.0,0.0
7,2.38,0.78,0.0,0.0,0.0
8,3.17,1.039,0.0,0.0,0.0
9,0.11,0.036,0.0,0.0,0.0
10,0.11,0.036,0.0,0.0,0.0
11,0.78,0.255,0.0,0.0,0.0
12,0.11,0.036,0.0,0.0,0.0
13,0.11,0.036,0.0,0.0,0.0
14,0.12,0.039,0.0,0.0,0.0
15,0.11,0.036,0.0,0.0,0.0
16,0.75,0.245,0.0,0.0,0.0
17,0.11,0.036,0.0,0.0,0.0
18,2.17,0.711,0.0,0.0,0.0
19,3.46,1.134,0.0,0.0,0.0
20,1.97,0.646,0.0,0.0,0.0
21,0.45,0.147,0.0,0.0,0.0
22,0.61,0.2,0.0,0.0,0.0
23,0.56,0.184,0.0,0.0,0.0
