hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.62,0.19,0.0,0.0,0.0
1,0.11,0.033,0.0,0.0,0.0
2,0.11,0.033,0.0,0.0,0.0
3,0.12,0.036,0.0,0.0,0.0
4,0.17,0.053,0.0,0.0,0.0
5,0.74,0.227,0.0,0.0,0.0
6,0.38,0.116,0.0,0.0,0.0
7,1.18,0.362,0.0,0.0,0.0
8,0.09,0.027,0.0,0.0,0.0
9,0.11,0.033,0.0,0.0,0.0
10,1.25,0.383,0.0,0.0,0.0
11,3.15,0.966,0.0,0.0,0.0
12,0.07,0.021,0.0,0.0,0.0
13,0.07,0.021,0.0,0.0,0.0
14,0.68,0.209,0.0,0.0,0.0
15,0.11,0.033,0.0,0.0,0.0
16,3.61,1.106,0.0,0.0,0.0
17,1.6,0.491,0.0,0.0,0.0
18,0.17,0.052,0.0,0.0,0.0
19,4.56,1.397,0.0,0.0,0.0
20,1.38,0.423,0.0,0.0,0.0
21,2.34,0.717,0.0,0.0,0.0
22,0.17,0.052,0.0,0.0,0.0
23,0.39,0.119,0.0,0.0,0.0
