hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.25,0.088,0.0,0.0,0.0
1,0.74,,0.0,0.0,
2,0.18,,0.0,0.0,
3,0.24,,0.0,0.0,
4,0.21,,0.0,0.0,
5,0.18,,0.0,0.0,
6,0.98,,0.0,0.0,
7,3.64,,0.0,0.0,
8,1.65,,0.0,0.0,
9,0.09,,0.0,0.0,
10,0.09,,0.0,0.0,
11,0.7,,0.0,0.0,
12,0.09,,0.0,0.0,
13,0.09,,0.0,0.0,
14,0.1,,0.0,0.0,
15,0.68,,0.0,0.0,
16,0.09,,0.0,0.0,
17,1.14,,0.0,0.0,
18,0.31,,0.0,0.0,
19,0.19,,0.0,0.0,
20,0.84,,0.0,0.0,
21,0.31,,0.0,0.0,
22,0.43,,0.0,0.0,
23,1.45,,0.0,0.0,
