hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.47,0.194,0.0,0.0,0.0
1,0.12,0.05,0.0,0.0,0.0
2,0.13,0.054,0.0,0.0,0.0
3,0.13,0.054,0.0,0.0,0.0
4,0.13,0.054,0.0,0.0,0.0
5,0.59,0.244,0.0,0.0,0.0
6,0.55,0.227,0.0,0.0,0.0
7,0.82,0.339,0.0,0.0,0.0
8,0.16,0.066,0.0,0.0,0.0
9,0.17,0.07,0.0,0.0,0.0
10,0.73,0.301,0.0,0.0,0.0
11,0.51,0.21,0.0,0.0,0.0
12,2.22,0.916,0.0,0.0,0.0
13,0.18,0.074,0.0,0.0,0.0
14,0.2,0.082,0.0,0.0,0.0
15,0.72,0.297,0.0,0.0,0.0
16,0.22,0.091,0.0,0.0,0.0
17,1.18,0.487,0.0,0.0,0.0
18,0.47,0.194,0.0,0.0,0.0
19,1.16,0.478,0.0,0.0,0.0
20,0.94,0.388,0.0,0.0,0.0
21,0.18,0.074,0.0,0.0,0.0
22,0.14,0.058,0.0,0.0,0.0
23,0.89,0.368,0.0,0.0,0.0
