hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.21,0.076,0.0,0.0,0.0
1,0.14,0.051,0.0,0.0,0.0
2,0.62,0.227,0.0,0.0,0.0
3,0.09,0.033,0.0,0.0,0.0
4,0.08,0.029,0.0,0.0,0.0
5,0.08,0.03,0.0,0.0,0.0
6,0.13,0.047,0.0,0.0,0.0
7,0.77,0.281,0.0,0.0,0.0
8,0.69,0.251,0.0,0.0,0.0
9,1.59,0.58,0.0,0.0,0.0
10,1.55,0.566,0.0,0.0,0.0
11,1.47,0.536,0.0,0.0,0.0
12,1.34,0.489,0.0,0.0,0.0
13,1.36,0.496,0.0,0.0,0.0
14,1.44,0.525,0.0,0.0,0.0
15,0.22,0.08,0.0,0.0,0.0
16,1.55,0.565,0.0,0.0,0.0
17,0.53,0.193,0.0,0.0,0.0
18,0.22,0.08,0.0,0.0,0.0
19,0.26,0.095,0.0,0.0,0.0
20,1.42,0.518,0.0,0.0,0.0
21,1.05,0.383,0.0,0.0,0.0
22,0.28,0.102,0.0,0.0,0.0
23,0.8,0.292,0.0,0.0,0.0
