hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.84,0.328,0.0,0.0,0.0
1,0.07,0.028,0.0,0.0,0.0
2,0.15,0.058,0.0,0.0,0.0
3,0.17,0.066,0.0,0.0,0.0
4,0.18,0.07,0.0,0.0,0.0
5,0.16,0.062,0.0,0.0,0.0
6,1.1,0.43,0.0,0.0,0.0
7,2.36,0.923,0.0,0.0,0.0
8,1.8,0.704,0.0,0.0,0.0
9,0.17,0.066,0.0,0.0,0.0
10,0.16,0.062,0.0,0.0,0.0
11,0.77,0.301,0.0,0.0,0.0
12,0.17,0.066,0.0,0.0,0.0
13,0.16,0.062,0.0,0.0,0.0
14,0.17,0.066,0.0,0.0,0.0
15,0.17,0.066,0.0,0.0,0.0
16,0.74,0.289,0.0,0.0,0.0
17,0.17,0.066,0.0,0.0,0.0
18,0.16,0.062,0.0,0.0,0.0
19,0.21,0.082,0.0,0.0,0.0
20,0.47,0.184,0.0,0.0,0.0
21,1.58,0.618,0.0,0.0,0.0
22,0.45,0.176,0.0,0.0,0.0
23,1.1,0.43,0.0,0.0,0.0
