hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.05,0.0,0.0,0.0
1,0.65,0.27,0.0,0.0,0.0
2,0.12,0.05,0.0,0.0,0.0
3,0.12,0.05,0.0,0.0,0.0
4,0.11,0.046,0.0,0.0,0.0
5,0.11,0.046,0.0,0.0,0.0
6,0.33,0.137,0.0,0.0,0.0
7,1.5,0.622,0.0,0.0,0.0
8,1.16,0.481,0.0,0.0,0.0
9,0.07,0.029,0.0,0.0,0.0
10,0.07,0.029,0.0,0.0,0.0
11,0.64,0.266,0.0,0.0,0.0
12,0.07,0.029,0.0,0.0,0.0
13,0.07,0.029,0.0,0.0,0.0
14,0.07,0.029,0.0,0.0,0.0
15,0.08,0.034,0.0,0.0,0.0
16,0.07,0.029,0.0,0.0,0.0
17,0.68,0.282,0.0,0.0,0.0
18,0.15,0.062,0.0,0.0,0.0
19,1.2,0.498,0.0,0.0,0.0
20,1.82,0.754,0.0,0.0,0.0
21,0.99,0.411,0.0,0.0,0.0
22,0.67,0.278,0.0,0.0,0.0
23,0.12,0.05,0.0,0.0,0.0
