hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.24,0.087,0.0,0.0,0.0
1,0.64,0.23,0.0,0.0,0.0
2,0.11,0.04,0.0,0.0,0.0
3,0.12,0.044,0.0,0.0,0.0
4,0.12,0.044,0.0,0.0,0.0
5,0.11,0.04,0.0,0.0,0.0
6,0.12,0.044,0.0,0.0,0.0
7,0.69,0.248,0.0,0.0,0.0
8,0.12,0.044,0.0,0.0,0.0
9,0.1,0.036,0.0,0.0,0.0
10,1.17,0.419,0.0,0.0,0.0
11,0.46,0.165,0.0,0.0,0.0
12,0.89,0.319,0.0,0.0,0.0
13,0.53,0.19,0.0,0.0,0.0
14,0.45,0.162,0.0,0.0,0.0
15,0.91,0.327,0.0,0.0,0.0
16,0.53,0.191,0.0,0.0,0.0
17,2.49,0.894,0.0,0.0,0.0
18,2.46,0.883,0.0,0.0,0.0
19,3.22,1.155,0.0,0.0,0.0
20,1.9,0.682,0.0,0.0,0.0
21,0.47,0.169,0.0,0.0,0.0
22,0.84,0.301,0.0,0.0,0.0
23,0.17,0.061,0.0,0.0,0.0
