hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.16,0.07,0.0,0.0,0.0
1,0.14,0.062,0.0,0.0,0.0
2,0.13,0.057,0.0,0.0,0.0
3,0.14,0.062,0.0,0.0,0.0
4,0.65,0.284,0.0,0.0,0.0
5,0.13,0.057,0.0,0.0,0.0
6,0.14,0.062,0.0,0.0,0.0
7,0.12,0.053,0.0,0.0,0.0
8,1.66,0.725,0.0,0.0,0.0
9,0.58,0.253,0.0,0.0,0.0
10,0.07,0.03,0.0,0.0,0.0
11,0.08,0.034,0.0,0.0,0.0
12,0.59,0.257,0.0,0.0,0.0
13,0.08,0.034,0.0,0.0,0.0
14,0.08,0.035,0.0,0.0,0.0
15,0.33,0.145,0.0,0.0,0.0
16,0.44,0.192,0.0,0.0,0.0
17,0.4,0.175,0.0,0.0,0.0
18,0.77,0.336,0.0,0.0,0.0
19,0.69,0.302,0.0,0.0,0.0
20,1.34,0.585,0.0,0.0,0.0
21,0.79,0.345,0.0,0.0,0.0
22,0.2,0.088,0.0,0.0,0.0
23,0.66,0.288,0.0,0.0,0.0
