hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.11,0.046,0.0,0.0,0.0
1,0.14,0.058,0.0,0.0,0.0
2,0.13,0.054,0.0,0.0,0.0
3,0.13,0.054,0.0,0.0,0.0
4,0.14,0.058,0.0,0.0,0.0
5,0.12,0.05,0.0,0.0,0.0
6,0.89,0.375,0.0,0.0,0.0
7,0.89,0.375,0.0,0.0,0.0
8,1.84,0.775,0.0,0.0,0.0
9,0.06,0.025,0.0,0.0,0.0
10,0.11,0.046,0.0,0.0,0.0
11,0.68,0.286,0.0,0.0,0.0
12,0.08,0.034,0.0,0.0,0.0
13,0.08,0.034,0.0,0.0,0.0
14,0.07,0.03,0.0,0.0,0.0
15,0.07,0.03,0.0,0.0,0.0
16,0.08,0.034,0.0,0.0,0.0
17,0.08,0.034,0.0,0.0,0.0
18,1.2,0.506,0.0,0.0,0.0
19,1.87,0.788,0.0,0.0,0.0
20,0.07,0.03,0.0,0.0,0.0
21,0.08,0.034,0.0,0.0,0.0
22,1.39,0.585,0.0,0.0,0.0
23,0.34,0.143,0.0,0.0,0.0
