hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.07,0.033,0.0,0.0,0.0
1,0.64,0.301,0.0,0.0,0.0
2,0.07,0.033,0.0,0.0,0.0
3,0.08,0.038,0.0,0.0,0.0
4,0.08,0.038,0.0,0.0,0.0
5,0.08,0.038,0.0,0.0,0.0
6,0.35,0.165,0.0,0.0,0.0
7,1.29,0.605,0.0,0.0,0.0
8,0.15,0.071,0.0,0.0,0.0
9,0.14,0.066,0.0,0.0,0.0
10,0.75,0.352,0.0,0.0,0.0
11,0.14,0.066,0.0,0.0,0.0
12,0.21,0.099,0.0,0.0,0.0
13,0.18,0.084,0.0,0.0,0.0
14,0.14,0.066,0.0,0.0,0.0
15,0.74,0.348,0.0,0.0,0.0
16,0.14,0.066,0.0,0.0,0.0
17,0.13,0.061,0.0,0.0,0.0
18,0.15,0.071,0.0,0.0,0.0
19,1.19,0.559,0.0,0.0,0.0
20,0.92,0.432,0.0,0.0,0.0
21,1.29,0.606,0.0,0.0,0.0
22,0.17,0.079,0.0,0.0,0.0
23,0.13,0.061,0.0,0.0,0.0
