hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.062,0.0,0.0,0.0
1,0.17,0.059,0.0,0.0,0.0
3,0.72,0.251,0.0,0.0,0.0
4,0.18,0.062,0.0,0.0,0.0
5,0.18,0.062,0.0,0.0,0.0
6,0.17,0.059,0.0,0.0,0.0
7,0.18,0.063,0.0,0.0,0.0
8,0.18,0.062,0.0,0.0,0.0
9,0.45,0.157,0.0,0.0,0.0
10,0.71,0.248,0.0,0.0,0.0
11,1.58,0.552,0.0,0.0,0.0
12,0.38,0.132,0.0,0.0,0.0
13,1.84,0.644,0.0,0.0,0.0
14,2.65,0.927,0.0,0.0,0.0
15,0.57,0.199,0.0,0.0,0.0
16,0.14,0.049,0.0,0.0,0.0
17,0.65,0.227,0.0,0.0,0.0
18,0.13,0.045,0.0,0.0,0.0
19,1.05,0.367,0.0,0.0,0.0
20,0.98,0.343,0.0,0.0,0.0
21,1.23,0.43,0.0,0.0,0.0
22,0.28,0.098,0.0,0.0,0.0
23,0.74,0.258,0.0,0.0,0.0
