hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.15,0.051,0.0,0.0,0.0
1,0.07,0.024,0.0,0.0,0.0
2,0.08,0.028,0.0,0.0,0.0
3,0.39,0.133,0.0,0.0,0.0
4,0.29,0.099,0.0,0.0,0.0
5,0.08,0.028,0.0,0.0,0.0
6,0.09,0.031,0.0,0.0,0.0
7,0.08,0.027,0.0,0.0,0.0
8,0.08,0.028,0.0,0.0,0.0
9,0.11,0.038,0.0,0.0,0.0
10,0.21,0.072,0.0,0.0,0.0
11,2.05,0.699,0.0,0.0,0.0
12,0.31,0.106,0.0,0.0,0.0
13,0.8,0.273,0.0,0.0,0.0
14,0.21,0.072,0.0,0.0,0.0
15,1.58,0.539,0.0,0.0,0.0
16,1.31,0.447,0.0,0.0,0.0
17,0.47,0.16,0.0,0.0,0.0
18,0.93,0.318,0.0,0.0,0.0
19,0.9,0.307,0.0,0.0,0.0
20,4.54,1.548,0.0,0.0,0.0
21,0.73,0.249,0.0,0.0,0.0
22,0.35,0.119,0.0,0.0,0.0
23,0.63,0.215,0.0,0.0,0.0
