hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.38,0.138,0.0,0.0,0.0
1,0.11,,0.0,0.0,
2,0.12,,0.0,0.0,
3,0.11,,0.0,0.0,
4,0.12,,0.0,0.0,
5,0.69,,0.0,0.0,
6,0.41,,0.0,0.0,
7,2.29,,0.0,0.0,
8,1.48,,0.0,0.0,
9,0.07,,0.0,0.0,
10,0.07,,0.0,0.0,
11,0.7,,0.0,0.0,
12,0.07,,0.0,0.0,
13,0.07,,0.0,0.0,
14,0.07,,0.0,0.0,
15,0.07,,0.0,0.0,
16,0.67,,0.0,0.0,
17,0.07,,0.0,0.0,
18,0.07,,0.0,0.0,
19,0.25,,0.0,0.0,
20,4.24,,0.0,0.0,
21,1.53,,0.0,0.0,
22,1.32,,0.0,0.0,
23,0.18,,0.0,0.0,
