hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.4,0.12,0.0,0.0,0.0
1,0.88,0.265,0.0,0.0,0.0
2,0.18,0.054,0.0,0.0,0.0
3,0.17,0.051,0.0,0.0,0.0
4,0.17,0.051,0.0,0.0,0.0
5,0.69,0.207,0.0,0.0,0.0
6,0.17,0.051,0.0,0.0,0.0
7,0.17,0.051,0.0,0.0,0.0
8,0.17,0.051,0.0,0.0,0.0
9,1.07,0.322,0.0,0.0,0.0
10,0.41,0.123,0.0,0.0,0.0
11,0.32,0.096,0.0,0.0,0.0
12,2.79,0.84,0.0,0.0,0.0
13,0.28,0.084,0.0,0.0,0.0
14,1.24,0.373,0.0,0.0,0.0
15,1.8,0.542,0.0,0.0,0.0
16,0.98,0.295,0.0,0.0,0.0
17,0.08,0.024,0.0,0.0,0.0
18,2.01,0.605,0.0,0.0,0.0
19,5.13,1.545,0.0,0.0,0.0
20,0.65,0.196,0.0,0.0,0.0
21,2.82,0.849,0.0,0.0,0.0
22,0.59,0.178,0.0,0.0,0.0
23,0.25,0.075,0.0,0.0,0.0
