hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.64,0.239,0.0,0.0,0.0
1,0.16,0.06,0.0,0.0,0.0
2,0.18,0.068,0.0,0.0,0.0
3,0.18,0.067,0.0,0.0,0.0
4,0.72,0.269,0.0,0.0,0.0
5,0.17,0.064,0.0,0.0,0.0
6,0.49,0.183,0.0,0.0,0.0
7,1.9,0.71,0.0,0.0,0.0
8,2.91,1.088,0.0,0.0,0.0
9,0.16,0.06,0.0,0.0,0.0
10,0.17,0.064,0.0,0.0,0.0
11,0.76,0.284,0.0,0.0,0.0
12,0.17,0.064,0.0,0.0,0.0
13,0.17,0.064,0.0,0.0,0.0
14,0.17,0.064,0.0,0.0,0.0
15,0.73,0.273,0.0,0.0,0.0
16,0.17,0.064,0.0,0.0,0.0
17,0.17,0.064,0.0,0.0,0.0
18,1.28,0.479,0.0,0.0,0.0
19,0.34,0.127,0.0,0.0,0.0
20,2.39,0.894,0.0,0.0,0.0
21,2.8,1.046,0.0,0.0,0.0
22,0.17,0.064,0.0,0.0,0.0
23,0.1,0.037,0.0,0.0,0.0
