hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.048,0.0,0.0,0.0
1,0.15,0.06,0.0,0.0,0.0
2,0.7,0.281,0.0,0.0,0.0
3,0.15,0.06,0.0,0.0,0.0
4,0.14,0.056,0.0,0.0,0.0
5,0.15,0.06,0.0,0.0,0.0
6,0.58,0.232,0.0,0.0,0.0
7,1.46,0.585,0.0,0.0,0.0
8,0.31,0.124,0.0,0.0,0.0
9,2.61,1.047,0.0,0.0,0.0
10,0.25,0.1,0.0,0.0,0.0
11,0.84,0.337,0.0,0.0,0.0
12,0.25,0.1,0.0,0.0,0.0
13,0.2,0.08,0.0,0.0,0.0
14,0.67,0.269,0.0,0.0,0.0
15,0.17,0.068,0.0,0.0,0.0
16,0.14,0.056,0.0,0.0,0.0
17,0.49,0.196,0.0,0.0,0.0
18,0.24,0.096,0.0,0.0,0.0
19,0.5,0.2,0.0,0.0,0.0
20,2.41,0.966,0.0,0.0,0.0
21,1.08,0.433,0.0,0.0,0.0
22,0.21,0.084,0.0,0.0,0.0
23,0.12,0.048,0.0,0.0,0.0
