hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.05,0.0,0.0,0.0
1,0.13,0.05,0.0,0.0,0.0
2,0.13,0.05,0.0,0.0,0.0
3,0.13,0.05,0.0,0.0,0.0
4,0.13,0.05,0.0,0.0,0.0
5,0.68,0.261,0.0,0.0,0.0
6,0.44,0.169,0.0,0.0,0.0
7,1.32,0.506,0.0,0.0,0.0
8,1.88,0.722,0.0,0.0,0.0
9,1.61,0.618,0.0,0.0,0.0
10,0.18,0.069,0.0,0.0,0.0
11,0.75,0.288,0.0,0.0,0.0
12,0.19,0.073,0.0,0.0,0.0
13,0.18,0.069,0.0,0.0,0.0
14,0.18,0.069,0.0,0.0,0.0
15,0.73,0.281,0.0,0.0,0.0
16,0.18,0.069,0.0,0.0,0.0
17,0.18,0.069,0.0,0.0,0.0
18,0.76,0.291,0.0,0.0,0.0
19,1.17,0.449,0.0,0.0,0.0
20,3.7,1.42,0.0,0.0,0.0
21,2.37,0.91,0.0,0.0,0.0
22,0.19,0.073,0.0,0.0,0.0
23,0.16,0.061,0.0,0.0,0.0
