hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.28,0.114,0.0,0.0,0.0
1,0.09,0.036,0.0,0.0,0.0
2,0.09,0.036,0.0,0.0,0.0
3,0.11,0.044,0.0,0.0,0.0
4,0.74,0.302,0.0,0.0,0.0
5,0.18,0.074,0.0,0.0,0.0
6,0.48,0.196,0.0,0.0,0.0
7,2.05,0.837,0.0,0.0,0.0
8,0.99,0.404,0.0,0.0,0.0
9,0.08,0.032,0.0,0.0,0.0
10,0.65,0.265,0.0,0.0,0.0
11,0.08,0.032,0.0,0.0,0.0
12,0.09,0.036,0.0,0.0,0.0
13,0.08,0.032,0.0,0.0,0.0
14,0.08,0.032,0.0,0.0,0.0
15,0.66,0.269,0.0,0.0,0.0
16,0.08,0.032,0.0,0.0,0.0
17,0.18,0.073,0.0,0.0,0.0
18,1.6,0.653,0.0,0.0,0.0
19,1.57,0.641,0.0,0.0,0.0
20,0.94,0.383,0.0,0.0,0.0
21,0.61,0.249,0.0,0.0,0.0
22,0.99,0.404,0.0,0.0,0.0
23,0.23,0.094,0.0,0.0,0.0
