hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,1.01,0.309,0.0,0.0,0.0
1,0.41,0.125,0.0,0.0,0.0
2,0.42,0.128,0.0,0.0,0.0
3,0.43,0.131,0.0,0.0,0.0
4,0.41,0.125,0.0,0.0,0.0
5,0.45,0.137,0.0,0.0,0.0
6,0.51,0.157,0.0,0.0,0.0
7,1.74,0.532,0.0,0.0,0.0
8,1.36,0.417,0.0,0.0,0.0
9,0.5,0.154,0.0,0.0,0.0
10,0.51,0.157,0.0,0.0,0.0
11,1.08,0.331,0.0,0.0,0.0
12,0.5,0.154,0.0,0.0,0.0
13,0.51,0.157,0.0,0.0,0.0
14,0.5,0.153,0.0,0.0,0.0
15,0.5,0.154,0.0,0.0,0.0
16,1.06,0.324,0.0,0.0,0.0
17,0.51,0.157,0.0,0.0,0.0
18,0.51,0.157,0.0,0.0,0.0
19,1.58,0.484,0.0,0.0,0.0
20,3.48,1.065,0.0,0.0,0.0
21,3.64,1.114,0.0,0.0,0.0
22,0.89,0.273,0.0,0.0,0.0
23,0.51,0.157,0.0,0.0,0.0
