hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.68,0.254,0.0,0.0,0.0
1,0.11,0.041,0.0,0.0,0.0
2,0.11,0.041,0.0,0.0,0.0
3,0.11,0.041,0.0,0.0,0.0
4,0.11,0.041,0.0,0.0,0.0
5,0.11,0.041,0.0,0.0,0.0
6,0.87,0.326,0.0,0.0,0.0
7,2.05,0.768,0.0,0.0,0.0
8,1.71,0.641,0.0,0.0,0.0
9,0.08,0.03,0.0,0.0,0.0
10,0.09,0.034,0.0,0.0,0.0
11,0.71,0.266,0.0,0.0,0.0
12,0.46,0.172,0.0,0.0,0.0
13,0.61,0.229,0.0,0.0,0.0
14,0.09,0.034,0.0,0.0,0.0
15,0.09,0.034,0.0,0.0,0.0
16,0.08,0.03,0.0,0.0,0.0
17,0.73,0.273,0.0,0.0,0.0
18,0.19,0.071,0.0,0.0,0.0
19,3.45,1.293,0.0,0.0,0.0
20,1.27,0.476,0.0,0.0,0.0
21,1.69,0.633,0.0,0.0,0.0
22,0.29,0.108,0.0,0.0,0.0
23,0.11,0.041,0.0,0.0,0.0
