hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.17,0.059,0.0,0.0,0.0
1,0.17,0.059,0.0,0.0,0.0
2,0.81,0.279,0.0,0.0,0.0
3,0.18,0.062,0.0,0.0,0.0
4,0.18,0.062,0.0,0.0,0.0
5,0.17,0.059,0.0,0.0,0.0
6,0.98,0.338,0.0,0.0,0.0
7,2.04,0.703,0.0,0.0,0.0
8,0.92,0.317,0.0,0.0,0.0
9,0.16,0.055,0.0,0.0,0.0
10,0.63,0.217,0.0,0.0,0.0
11,0.25,0.087,0.0,0.0,0.0
12,0.16,0.055,0.0,0.0,0.0
13,0.17,0.059,0.0,0.0,0.0
14,0.16,0.055,0.0,0.0,0.0
15,0.61,0.21,0.0,0.0,0.0
16,0.28,0.097,0.0,0.0,0.0
17,0.16,0.056,0.0,0.0,0.0
18,0.28,0.096,0.0,0.0,0.0
19,4.97,1.712,0.0,0.0,0.0
20,1.97,0.678,0.0,0.0,0.0
21,1.68,0.578,0.0,0.0,0.0
22,0.2,0.069,0.0,0.0,0.0
23,0.16,0.055,0.0,0.0,0.0
