hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.14,0.054,0.0,0.0,0.0
1,0.13,0.05,0.0,0.0,0.0
2,0.12,0.046,0.0,0.0,0.0
3,0.13,0.05,0.0,0.0,0.0
4,0.68,0.26,0.0,0.0,0.0
5,0.13,0.05,0.0,0.0,0.0
6,0.55,0.21,0.0,0.0,0.0
7,3.52,1.346,0.0,0.0,0.0
8,0.92,0.352,0.0,0.0,0.0
9,0.08,0.03,0.0,0.0,0.0
10,0.09,0.034,0.0,0.0,0.0
11,0.72,0.275,0.0,0.0,0.0
12,0.09,0.034,0.0,0.0,0.0
13,0.08,0.03,0.0,0.0,0.0
14,0.09,0.034,0.0,0.0,0.0
15,0.09,0.034,0.0,0.0,0.0
16,0.28,0.107,0.0,0.0,0.0
17,0.5,0.191,0.0,0.0,0.0
18,0.44,0.169,0.0,0.0,0.0
19,0.94,0.36,0.0,0.0,0.0
20,1.78,0.681,0.0,0.0,0.0
21,3.8,1.454,0.0,0.0,0.0
22,0.8,0.306,0.0,0.0,0.0
23,0.19,0.072,0.0,0.0,0.0
