hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.065,0.0,0.0,0.0
1,0.19,0.069,0.0,0.0,0.0
2,0.18,0.066,0.0,0.0,0.0
3,0.69,0.249,0.0,0.0,0.0
4,0.19,0.069,0.0,0.0,0.0
5,0.11,0.039,0.0,0.0,0.0
6,0.43,0.156,0.0,0.0,0.0
7,1.29,0.466,0.0,0.0,0.0
8,1.14,0.412,0.0,0.0,0.0
9,0.69,0.249,0.0,0.0,0.0
10,0.25,0.091,0.0,0.0,0.0
11,3.41,1.233,0.0,0.0,0.0
12,2.05,0.741,0.0,0.0,0.0
13,1.6,0.578,0.0,0.0,0.0
14,0.4,0.144,0.0,0.0,0.0
15,0.19,0.069,0.0,0.0,0.0
16,0.79,0.285,0.0,0.0,0.0
17,0.2,0.073,0.0,0.0,0.0
18,0.22,0.08,0.0,0.0,0.0
19,1.4,0.506,0.0,0.0,0.0
20,2.1,0.759,0.0,0.0,0.0
21,1.37,0.495,0.0,0.0,0.0
22,0.14,0.05,0.0,0.0,0.0
23,0.47,0.17,0.0,0.0,0.0
