hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.39,0.21,0.0,0.0,0.0
1,0.09,0.049,0.0,0.0,0.0
2,0.59,0.318,0.0,0.0,0.0
3,0.08,0.044,0.0,0.0,0.0
4,0.08,0.044,0.0,0.0,0.0
5,0.09,0.049,0.0,0.0,0.0
6,0.08,0.043,0.0,0.0,0.0
7,0.07,0.038,0.0,0.0,0.0
8,0.63,0.34,0.0,0.0,0.0
9,0.2,0.108,0.0,0.0,0.0
10,0.5,0.269,0.0,0.0,0.0
11,0.23,0.124,0.0,0.0,0.0
12,0.08,0.044,0.0,0.0,0.0
13,0.09,0.049,0.0,0.0,0.0
14,0.08,0.044,0.0,0.0,0.0
15,0.09,0.049,0.0,0.0,0.0
16,0.61,0.329,0.0,0.0,0.0
17,0.11,0.06,0.0,0.0,0.0
18,0.22,0.119,0.0,0.0,0.0
19,0.35,0.188,0.0,0.0,0.0
20,0.91,0.491,0.0,0.0,0.0
21,0.34,0.183,0.0,0.0,0.0
22,0.62,0.334,0.0,0.0,0.0
23,0.47,0.253,0.0,0.0,0.0
