hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.038,0.0,0.0,0.0
1,0.09,0.038,0.0,0.0,0.0
2,0.09,0.038,0.0,0.0,0.0
3,0.1,0.042,0.0,0.0,0.0
4,0.77,0.325,0.0,0.0,0.0
5,0.17,0.072,0.0,0.0,0.0
6,0.36,0.153,0.0,0.0,0.0
7,1.0,0.423,0.0,0.0,0.0
8,0.18,0.076,0.0,0.0,0.0
9,1.34,0.567,0.0,0.0,0.0
10,2.13,0.901,0.0,0.0,0.0
11,0.48,0.203,0.0,0.0,0.0
12,1.2,0.508,0.0,0.0,0.0
13,0.19,0.08,0.0,0.0,0.0
14,0.21,0.089,0.0,0.0,0.0
15,0.29,0.123,0.0,0.0,0.0
16,0.77,0.326,0.0,0.0,0.0
17,0.1,0.042,0.0,0.0,0.0
18,0.2,0.084,0.0,0.0,0.0
19,0.56,0.237,0.0,0.0,0.0
20,0.81,0.343,0.0,0.0,0.0
21,1.0,0.423,0.0,0.0,0.0
22,0.2,0.084,0.0,0.0,0.0
23,0.18,0.076,0.0,0.0,0.0
