hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.034,0.0,0.0,0.0
1,0.1,0.038,0.0,0.0,0.0
2,0.09,0.034,0.0,0.0,0.0
3,0.64,0.242,0.0,0.0,0.0
4,0.09,0.034,0.0,0.0,0.0
5,0.1,0.038,0.0,0.0,0.0
6,0.42,0.159,0.0,0.0,0.0
7,2.41,0.913,0.0,0.0,0.0
8,1.95,0.738,0.0,0.0,0.0
9,0.08,0.03,0.0,0.0,0.0
10,0.08,0.03,0.0,0.0,0.0
11,0.69,0.261,0.0,0.0,0.0
12,0.08,0.03,0.0,0.0,0.0
13,0.09,0.034,0.0,0.0,0.0
14,0.08,0.03,0.0,0.0,0.0
15,0.09,0.034,0.0,0.0,0.0
16,0.66,0.25,0.0,0.0,0.0
17,0.09,0.034,0.0,0.0,0.0
18,0.67,0.254,0.0,0.0,0.0
19,2.13,0.807,0.0,0.0,0.0
20,3.79,1.435,0.0,0.0,0.0
21,1.79,0.678,0.0,0.0,0.0
22,0.17,0.064,0.0,0.0,0.0
23,0.11,0.042,0.0,0.0,0.0
