hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.23,0.065,0.0,0.0,0.0
1,0.67,0.188,0.0,0.0,0.0
2,0.14,0.039,0.0,0.0,0.0
3,0.17,0.047,0.0,0.0,0.0
4,0.17,0.047,0.0,0.0,0.0
5,0.17,0.047,0.0,0.0,0.0
6,0.17,0.047,0.0,0.0,0.0
7,0.76,0.212,0.0,0.0,0.0
8,0.17,0.047,0.0,0.0,0.0
9,1.28,0.358,0.0,0.0,0.0
10,4.71,1.318,0.0,0.0,0.0
11,4.13,1.155,0.0,0.0,0.0
12,3.72,1.041,0.0,0.0,0.0
13,0.56,0.157,0.0,0.0,0.0
14,0.98,0.274,0.0,0.0,0.0
15,0.43,0.121,0.0,0.0,0.0
16,0.42,0.118,0.0,0.0,0.0
17,1.53,0.428,0.0,0.0,0.0
18,1.78,0.498,0.0,0.0,0.0
19,2.72,0.761,0.0,0.0,0.0
20,0.47,0.131,0.0,0.0,0.0
21,1.75,0.489,0.0,0.0,0.0
22,2.0,0.56,0.0,0.0,0.0
23,2.74,0.767,0.0,0.0,0.0
