hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.32,0.113,0.0,0.0,0.0
1,0.22,0.077,0.0,0.0,0.0
2,0.67,0.237,0.0,0.0,0.0
3,0.09,0.032,0.0,0.0,0.0
4,0.09,0.032,0.0,0.0,0.0
5,0.13,0.046,0.0,0.0,0.0
6,0.39,0.138,0.0,0.0,0.0
7,0.61,0.216,0.0,0.0,0.0
8,0.21,0.074,0.0,0.0,0.0
9,0.18,0.064,0.0,0.0,0.0
10,0.16,0.056,0.0,0.0,0.0
11,0.87,0.308,0.0,0.0,0.0
12,0.17,0.06,0.0,0.0,0.0
13,0.17,0.06,0.0,0.0,0.0
14,0.17,0.06,0.0,0.0,0.0
15,0.73,0.259,0.0,0.0,0.0
16,0.18,0.064,0.0,0.0,0.0
17,0.2,0.07,0.0,0.0,0.0
18,1.82,0.644,0.0,0.0,0.0
19,3.95,1.398,0.0,0.0,0.0
20,1.88,0.666,0.0,0.0,0.0
21,0.63,0.223,0.0,0.0,0.0
22,1.08,0.382,0.0,0.0,0.0
23,0.29,0.103,0.0,0.0,0.0
