hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.036,0.0,0.0,0.0
1,0.56,0.259,0.0,0.0,0.0
2,0.08,0.036,0.0,0.0,0.0
3,0.07,0.032,0.0,0.0,0.0
4,0.55,0.253,0.0,0.0,0.0
5,0.07,0.032,0.0,0.0,0.0
6,1.48,0.683,0.0,0.0,0.0
7,1.79,0.826,0.0,0.0,0.0
8,0.08,0.036,0.0,0.0,0.0
9,0.07,0.032,0.0,0.0,0.0
10,0.66,0.305,0.0,0.0,0.0
11,0.08,0.036,0.0,0.0,0.0
12,0.07,0.032,0.0,0.0,0.0
13,0.07,0.032,0.0,0.0,0.0
14,0.07,0.032,0.0,0.0,0.0
15,0.08,0.036,0.0,0.0,0.0
16,0.07,0.032,0.0,0.0,0.0
17,0.67,0.309,0.0,0.0,0.0
18,0.08,0.037,0.0,0.0,0.0
19,0.63,0.29,0.0,0.0,0.0
20,0.13,0.06,0.0,0.0,0.0
21,0.08,0.036,0.0,0.0,0.0
22,0.08,0.037,0.0,0.0,0.0
23,0.74,0.341,0.0,0.0,0.0
