hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.036,0.0,0.0,0.0
1,0.07,0.028,0.0,0.0,0.0
2,0.64,0.26,0.0,0.0,0.0
3,0.08,0.032,0.0,0.0,0.0
4,0.08,0.032,0.0,0.0,0.0
5,0.08,0.032,0.0,0.0,0.0
6,0.49,0.199,0.0,0.0,0.0
7,2.15,0.874,0.0,0.0,0.0
8,1.54,0.626,0.0,0.0,0.0
9,0.06,0.024,0.0,0.0,0.0
10,0.65,0.264,0.0,0.0,0.0
11,0.39,0.158,0.0,0.0,0.0
12,0.59,0.24,0.0,0.0,0.0
13,0.07,0.028,0.0,0.0,0.0
14,0.16,0.066,0.0,0.0,0.0
15,0.1,0.04,0.0,0.0,0.0
16,0.07,0.028,0.0,0.0,0.0
17,0.58,0.235,0.0,0.0,0.0
18,0.07,0.028,0.0,0.0,0.0
19,0.24,0.097,0.0,0.0,0.0
20,3.64,1.479,0.0,0.0,0.0
21,1.48,0.601,0.0,0.0,0.0
22,0.59,0.24,0.0,0.0,0.0
23,0.43,0.175,0.0,0.0,0.0
