hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.17,0.053,0.0,0.0,0.0
1,0.17,0.053,0.0,0.0,0.0
2,0.17,0.053,0.0,0.0,0.0
3,0.75,0.234,0.0,0.0,0.0
4,0.17,0.053,0.0,0.0,0.0
5,0.17,0.053,0.0,0.0,0.0
6,0.43,0.134,0.0,0.0,0.0
7,3.04,0.95,0.0,0.0,0.0
8,3.16,0.988,0.0,0.0,0.0
9,0.44,0.137,0.0,0.0,0.0
10,0.2,0.062,0.0,0.0,0.0
11,0.77,0.241,0.0,0.0,0.0
12,0.15,0.047,0.0,0.0,0.0
13,0.15,0.047,0.0,0.0,0.0
14,0.79,0.247,0.0,0.0,0.0
15,0.15,0.047,0.0,0.0,0.0
16,0.15,0.047,0.0,0.0,0.0
17,0.21,0.066,0.0,0.0,0.0
18,2.14,0.67,0.0,0.0,0.0
19,1.78,0.556,0.0,0.0,0.0
20,1.73,0.541,0.0,0.0,0.0
21,3.02,0.944,0.0,0.0,0.0
22,0.48,0.15,0.0,0.0,0.0
23,0.16,0.05,0.0,0.0,0.0
