hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.45,0.399,0.0,0.0,0.0
1,0.5,0.444,0.0,0.0,0.0
2,0.07,0.062,0.0,0.0,0.0
3,0.06,0.053,0.0,0.0,0.0
4,0.07,0.062,0.0,0.0,0.0
5,0.07,0.062,0.0,0.0,0.0
6,0.07,0.062,0.0,0.0,0.0
7,0.07,0.062,0.0,0.0,0.0
8,0.07,0.062,0.0,0.0,0.0
9,0.07,0.062,0.0,0.0,0.0
10,0.14,0.124,0.0,0.0,0.0
11,0.12,0.106,0.0,0.0,0.0
12,0.94,0.833,0.0,0.0,0.0
13,0.09,0.079,0.0,0.0,0.0
14,0.07,0.062,0.0,0.0,0.0
15,0.07,0.062,0.0,0.0,0.0
16,0.08,0.07,0.0,0.0,0.0
17,0.06,0.053,0.0,0.0,0.0
18,0.08,0.07,0.0,0.0,0.0
19,0.07,0.062,0.0,0.0,0.0
20,0.07,0.062,0.0,0.0,0.0
21,0.07,0.062,0.0,0.0,0.0
22,0.07,0.062,0.0,0.0,0.0
23,0.07,0.062,0.0,0.0,0.0
