hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.16,0.058,0.0,0.0,0.0
1,0.15,0.054,0.0,0.0,0.0
2,0.68,0.243,0.0,0.0,0.0
3,0.15,0.054,0.0,0.0,0.0
4,0.16,0.057,0.0,0.0,0.0
5,0.12,0.042,0.0,0.0,0.0
6,0.11,0.039,0.0,0.0,0.0
7,0.31,0.111,0.0,0.0,0.0
8,0.24,0.086,0.0,0.0,0.0
9,0.78,0.279,0.0,0.0,0.0
10,0.84,0.301,0.0,0.0,0.0
11,2.57,0.92,0.0,0.0,0.0
12,2.72,0.974,0.0,0.0,0.0
13,0.07,0.025,0.0,0.0,0.0
14,0.08,0.029,0.0,0.0,0.0
15,0.76,0.272,0.0,0.0,0.0
16,0.08,0.029,0.0,0.0,0.0
17,0.08,0.029,0.0,0.0,0.0
18,0.07,0.025,0.0,0.0,0.0
19,0.37,0.133,0.0,0.0,0.0
20,3.26,1.167,0.0,0.0,0.0
21,0.85,0.304,0.0,0.0,0.0
22,0.69,0.247,0.0,0.0,0.0
23,0.12,0.042,0.0,0.0,0.0
