hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.57,0.191,0.0,0.0,0.0
1,0.57,0.191,0.0,0.0,0.0
2,0.57,0.191,0.0,0.0,0.0
3,1.12,0.375,0.0,0.0,0.0
4,0.57,0.191,0.0,0.0,0.0
5,0.55,0.184,0.0,0.0,0.0
6,0.55,0.184,0.0,0.0,0.0
7,2.15,0.72,0.0,0.0,0.0
8,1.43,0.479,0.0,0.0,0.0
9,0.49,0.164,0.0,0.0,0.0
10,1.14,0.382,0.0,0.0,0.0
11,0.51,0.171,0.0,0.0,0.0
12,0.5,0.168,0.0,0.0,0.0
13,0.51,0.171,0.0,0.0,0.0
14,0.51,0.171,0.0,0.0,0.0
15,1.09,0.365,0.0,0.0,0.0
16,0.5,0.168,0.0,0.0,0.0
17,0.5,0.168,0.0,0.0,0.0
18,0.49,0.164,0.0,0.0,0.0
19,0.5,0.168,0.0,0.0,0.0
20,1.65,0.553,0.0,0.0,0.0
21,1.19,0.398,0.0,0.0,0.0
22,0.47,0.157,0.0,0.0,0.0
23,0.43,0.144,0.0,0.0,0.0
