hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.34,0.11,0.0,0.0,0.0
1,0.32,0.104,0.0,0.0,0.0
2,0.89,0.289,0.0,0.0,0.0
3,0.27,0.088,0.0,0.0,0.0
4,0.24,0.078,0.0,0.0,0.0
5,0.24,0.078,0.0,0.0,0.0
6,0.48,0.156,0.0,0.0,0.0
7,1.51,0.49,0.0,0.0,0.0
8,0.21,0.068,0.0,0.0,0.0
9,2.83,0.92,0.0,0.0,0.0
10,2.83,0.919,0.0,0.0,0.0
11,0.16,0.052,0.0,0.0,0.0
12,0.17,0.055,0.0,0.0,0.0
13,2.89,0.939,0.0,0.0,0.0
14,2.24,0.728,0.0,0.0,0.0
15,1.49,0.484,0.0,0.0,0.0
16,1.48,0.48,0.0,0.0,0.0
17,2.3,0.747,0.0,0.0,0.0
18,0.77,0.25,0.0,0.0,0.0
19,0.19,0.061,0.0,0.0,0.0
20,0.75,0.244,0.0,0.0,0.0
21,1.58,0.513,0.0,0.0,0.0
22,0.16,0.052,0.0,0.0,0.0
23,0.08,0.026,0.0,0.0,0.0
