hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,3.02,0.988,0.0,0.0,0.0
1,1.41,0.461,0.0,0.0,0.0
2,0.08,0.026,0.0,0.0,0.0
3,0.27,0.089,0.0,0.0,0.0
4,0.57,0.186,0.0,0.0,0.0
5,0.08,0.026,0.0,0.0,0.0
6,0.07,0.023,0.0,0.0,0.0
7,0.08,0.026,0.0,0.0,0.0
8,0.08,0.026,0.0,0.0,0.0
9,0.74,0.242,0.0,0.0,0.0
10,0.19,0.062,0.0,0.0,0.0
11,1.86,0.609,0.0,0.0,0.0
12,2.55,0.834,0.0,0.0,0.0
13,0.38,0.124,0.0,0.0,0.0
14,0.45,0.147,0.0,0.0,0.0
15,1.04,0.341,0.0,0.0,0.0
16,0.42,0.137,0.0,0.0,0.0
17,0.45,0.147,0.0,0.0,0.0
18,0.46,0.15,0.0,0.0,0.0
19,0.94,0.308,0.0,0.0,0.0
20,1.0,0.327,0.0,0.0,0.0
21,0.35,0.115,0.0,0.0,0.0
22,1.01,0.331,0.0,0.0,0.0
23,0.11,0.036,0.0,0.0,0.0
