hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.056,0.0,0.0,0.0
1,0.62,0.264,0.0,0.0,0.0
2,0.13,0.056,0.0,0.0,0.0
3,0.12,0.052,0.0,0.0,0.0
4,0.13,0.056,0.0,0.0,0.0
5,0.13,0.056,0.0,0.0,0.0
6,0.34,0.145,0.0,0.0,0.0
7,1.11,0.473,0.0,0.0,0.0
8,1.94,0.826,0.0,0.0,0.0
9,0.07,0.03,0.0,0.0,0.0
10,0.66,0.281,0.0,0.0,0.0
11,0.07,0.03,0.0,0.0,0.0
12,0.21,0.089,0.0,0.0,0.0
13,0.45,0.192,0.0,0.0,0.0
14,0.07,0.03,0.0,0.0,0.0
15,0.35,0.149,0.0,0.0,0.0
16,0.3,0.128,0.0,0.0,0.0
17,0.39,0.166,0.0,0.0,0.0
18,0.17,0.072,0.0,0.0,0.0
19,1.3,0.553,0.0,0.0,0.0
20,1.83,0.78,0.0,0.0,0.0
21,0.62,0.264,0.0,0.0,0.0
22,0.8,0.341,0.0,0.0,0.0
23,0.14,0.06,0.0,0.0,0.0
