hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.038,0.0,0.0,0.0
1,0.61,0.261,0.0,0.0,0.0
2,0.08,0.034,0.0,0.0,0.0
3,0.08,0.034,0.0,0.0,0.0
4,0.08,0.034,0.0,0.0,0.0
5,0.07,0.03,0.0,0.0,0.0
6,0.25,0.107,0.0,0.0,0.0
7,1.14,0.488,0.0,0.0,0.0
8,0.16,0.068,0.0,0.0,0.0
9,0.33,0.141,0.0,0.0,0.0
10,1.6,0.685,0.0,0.0,0.0
11,0.07,0.03,0.0,0.0,0.0
12,0.07,0.03,0.0,0.0,0.0
13,0.68,0.292,0.0,0.0,0.0
14,0.08,0.034,0.0,0.0,0.0
15,0.07,0.03,0.0,0.0,0.0
16,0.08,0.034,0.0,0.0,0.0
17,0.07,0.03,0.0,0.0,0.0
18,0.22,0.094,0.0,0.0,0.0
19,0.8,0.343,0.0,0.0,0.0
20,0.29,0.125,0.0,0.0,0.0
21,1.25,0.536,0.0,0.0,0.0
22,1.31,0.561,0.0,0.0,0.0
23,0.67,0.287,0.0,0.0,0.0
