hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.19,0.066,0.0,0.0,0.0
1,0.19,0.066,0.0,0.0,0.0
2,0.86,0.301,0.0,0.0,0.0
3,0.19,0.066,0.0,0.0,0.0
4,0.19,0.066,0.0,0.0,0.0
5,0.19,0.066,0.0,0.0,0.0
6,0.47,0.164,0.0,0.0,0.0
7,2.76,0.965,0.0,0.0,0.0
8,2.72,0.95,0.0,0.0,0.0
9,0.61,0.213,0.0,0.0,0.0
10,0.18,0.063,0.0,0.0,0.0
11,0.76,0.266,0.0,0.0,0.0
12,0.19,0.066,0.0,0.0,0.0
13,0.18,0.063,0.0,0.0,0.0
14,0.18,0.062,0.0,0.0,0.0
15,0.18,0.062,0.0,0.0,0.0
16,0.71,0.248,0.0,0.0,0.0
17,0.18,0.062,0.0,0.0,0.0
18,0.3,0.104,0.0,0.0,0.0
19,1.63,0.57,0.0,0.0,0.0
20,2.12,0.741,0.0,0.0,0.0
21,0.38,0.132,0.0,0.0,0.0
22,0.38,0.132,0.0,0.0,0.0
23,0.87,0.304,0.0,0.0,0.0
