hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.16,0.054,0.0,0.0,0.0
1,0.17,0.057,0.0,0.0,0.0
2,0.72,0.243,0.0,0.0,0.0
3,0.17,0.057,0.0,0.0,0.0
4,0.18,0.06,0.0,0.0,0.0
5,0.17,0.057,0.0,0.0,0.0
6,0.32,0.108,0.0,0.0,0.0
7,1.11,0.376,0.0,0.0,0.0
8,0.17,0.058,0.0,0.0,0.0
9,0.75,0.254,0.0,0.0,0.0
10,0.13,0.044,0.0,0.0,0.0
11,0.14,0.047,0.0,0.0,0.0
12,0.14,0.047,0.0,0.0,0.0
13,0.69,0.233,0.0,0.0,0.0
14,0.15,0.051,0.0,0.0,0.0
15,0.22,0.074,0.0,0.0,0.0
16,0.16,0.054,0.0,0.0,0.0
17,0.15,0.051,0.0,0.0,0.0
18,0.19,0.064,0.0,0.0,0.0
19,2.47,0.835,0.0,0.0,0.0
20,2.04,0.689,0.0,0.0,0.0
21,1.28,0.433,0.0,0.0,0.0
22,3.58,1.211,0.0,0.0,0.0
23,2.51,0.849,0.0,0.0,0.0
