hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.34,0.128,0.0,0.0,0.0
1,0.16,0.06,0.0,0.0,0.0
2,0.17,0.064,0.0,0.0,0.0
3,0.75,0.282,0.0,0.0,0.0
4,0.17,0.064,0.0,0.0,0.0
5,0.18,0.068,0.0,0.0,0.0
6,0.49,0.184,0.0,0.0,0.0
7,2.15,0.807,0.0,0.0,0.0
8,1.34,0.503,0.0,0.0,0.0
9,0.16,0.06,0.0,0.0,0.0
10,0.5,0.188,0.0,0.0,0.0
11,0.37,0.139,0.0,0.0,0.0
12,0.16,0.06,0.0,0.0,0.0
13,0.17,0.064,0.0,0.0,0.0
14,0.16,0.06,0.0,0.0,0.0
15,0.73,0.274,0.0,0.0,0.0
16,0.21,0.079,0.0,0.0,0.0
17,0.23,0.087,0.0,0.0,0.0
18,0.23,0.086,0.0,0.0,0.0
19,1.53,0.574,0.0,0.0,0.0
20,1.0,0.375,0.0,0.0,0.0
21,0.88,0.331,0.0,0.0,0.0
22,0.3,0.113,0.0,0.0,0.0
23,0.87,0.327,0.0,0.0,0.0
