hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.7,0.208,0.0,0.0,0.0
1,0.5,0.148,0.0,0.0,0.0
2,0.51,0.151,0.0,0.0,0.0
3,0.96,0.285,0.0,0.0,0.0
4,0.58,0.172,0.0,0.0,0.0
5,0.51,0.151,0.0,0.0,0.0
6,0.5,0.148,0.0,0.0,0.0
7,0.5,0.148,0.0,0.0,0.0
8,2.29,0.682,0.0,0.0,0.0
9,0.5,0.148,0.0,0.0,0.0
10,0.51,0.151,0.0,0.0,0.0
11,1.13,0.336,0.0,0.0,0.0
12,0.51,0.151,0.0,0.0,0.0
13,0.5,0.148,0.0,0.0,0.0
14,0.51,0.151,0.0,0.0,0.0
15,0.5,0.148,0.0,0.0,0.0
16,1.08,0.321,0.0,0.0,0.0
17,0.5,0.148,0.0,0.0,0.0
18,0.82,0.244,0.0,0.0,0.0
19,2.12,0.631,0.0,0.0,0.0
20,2.8,0.834,0.0,0.0,0.0
21,4.19,1.248,0.0,0.0,0.0
22,2.53,0.754,0.0,0.0,0.0
23,0.51,0.151,0.0,0.0,0.0
