hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.2,0.078,0.0,0.0,0.0
1,0.19,0.074,0.0,0.0,0.0
2,0.19,0.074,0.0,0.0,0.0
3,0.19,0.074,0.0,0.0,0.0
4,0.72,0.281,0.0,0.0,0.0
5,0.19,0.074,0.0,0.0,0.0
6,0.88,0.344,0.0,0.0,0.0
7,3.59,1.403,0.0,0.0,0.0
8,0.15,0.058,0.0,0.0,0.0
9,0.16,0.062,0.0,0.0,0.0
10,0.8,0.312,0.0,0.0,0.0
11,0.16,0.062,0.0,0.0,0.0
12,0.15,0.058,0.0,0.0,0.0
13,0.17,0.066,0.0,0.0,0.0
14,0.16,0.062,0.0,0.0,0.0
15,0.76,0.297,0.0,0.0,0.0
16,0.16,0.062,0.0,0.0,0.0
17,0.16,0.062,0.0,0.0,0.0
18,2.29,0.895,0.0,0.0,0.0
19,1.72,0.672,0.0,0.0,0.0
20,1.04,0.406,0.0,0.0,0.0
21,1.23,0.481,0.0,0.0,0.0
22,0.22,0.086,0.0,0.0,0.0
23,0.13,0.05,0.0,0.0,0.0
