hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.75,0.325,0.0,0.0,0.0
1,0.08,0.035,0.0,0.0,0.0
2,0.07,0.03,0.0,0.0,0.0
3,0.08,0.034,0.0,0.0,0.0
4,0.08,0.034,0.0,0.0,0.0
5,0.65,0.281,0.0,0.0,0.0
6,0.36,0.156,0.0,0.0,0.0
7,3.27,1.416,0.0,0.0,0.0
8,0.2,0.086,0.0,0.0,0.0
9,0.07,0.03,0.0,0.0,0.0
10,0.67,0.29,0.0,0.0,0.0
11,0.1,0.043,0.0,0.0,0.0
12,0.14,0.06,0.0,0.0,0.0
13,0.11,0.048,0.0,0.0,0.0
14,0.07,0.03,0.0,0.0,0.0
15,0.08,0.034,0.0,0.0,0.0
16,0.68,0.295,0.0,0.0,0.0
17,0.07,0.03,0.0,0.0,0.0
18,0.1,0.044,0.0,0.0,0.0
19,0.14,0.061,0.0,0.0,0.0
20,0.31,0.134,0.0,0.0,0.0
21,1.14,0.494,0.0,0.0,0.0
22,0.24,0.104,0.0,0.0,0.0
23,0.13,0.056,0.0,0.0,0.0
