hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.79,0.273,0.0,0.0,0.0
1,0.2,0.07,0.0,0.0,0.0
2,0.19,0.066,0.0,0.0,0.0
3,0.2,0.07,0.0,0.0,0.0
4,0.19,0.066,0.0,0.0,0.0
5,0.73,0.252,0.0,0.0,0.0
6,0.19,0.066,0.0,0.0,0.0
7,0.18,0.062,0.0,0.0,0.0
8,0.19,0.066,0.0,0.0,0.0
9,0.12,0.041,0.0,0.0,0.0
10,1.31,0.453,0.0,0.0,0.0
11,0.75,0.259,0.0,0.0,0.0
12,1.33,0.46,0.0,0.0,0.0
13,2.6,0.899,0.0,0.0,0.0
14,1.33,0.46,0.0,0.0,0.0
15,0.49,0.169,0.0,0.0,0.0
16,0.46,0.16,0.0,0.0,0.0
17,2.63,0.91,0.0,0.0,0.0
18,1.46,0.505,0.0,0.0,0.0
19,2.55,0.881,0.0,0.0,0.0
20,0.59,0.204,0.0,0.0,0.0
21,1.06,0.366,0.0,0.0,0.0
22,2.68,0.927,0.0,0.0,0.0
23,0.15,0.052,0.0,0.0,0.0
