hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.03,0.0,0.0,0.0
1,0.67,0.251,0.0,0.0,0.0
2,0.08,0.03,0.0,0.0,0.0
3,0.18,0.067,0.0,0.0,0.0
4,0.09,0.034,0.0,0.0,0.0
5,0.52,0.195,0.0,0.0,0.0
6,0.44,0.166,0.0,0.0,0.0
7,1.25,0.469,0.0,0.0,0.0
8,0.17,0.064,0.0,0.0,0.0
9,2.92,1.096,0.0,0.0,0.0
10,0.16,0.06,0.0,0.0,0.0
11,0.16,0.06,0.0,0.0,0.0
12,0.76,0.285,0.0,0.0,0.0
13,0.17,0.064,0.0,0.0,0.0
14,0.17,0.064,0.0,0.0,0.0
15,0.16,0.06,0.0,0.0,0.0
16,0.71,0.266,0.0,0.0,0.0
17,0.17,0.064,0.0,0.0,0.0
18,2.52,0.946,0.0,0.0,0.0
19,2.16,0.811,0.0,0.0,0.0
20,1.81,0.679,0.0,0.0,0.0
21,1.39,0.522,0.0,0.0,0.0
22,0.23,0.087,0.0,0.0,0.0
23,0.8,0.3,0.0,0.0,0.0
