hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.029,0.0,0.0,0.0
1,0.35,,0.0,0.0,
2,0.38,,0.0,0.0,
3,0.09,,0.0,0.0,
4,0.09,,0.0,0.0,
5,0.14,,0.0,0.0,
6,0.82,,0.0,0.0,
7,3.15,,0.0,0.0,
8,1.79,,0.0,0.0,
9,0.11,,0.0,0.0,
10,0.31,,0.0,0.0,
11,0.56,,0.0,0.0,
12,0.11,,0.0,0.0,
13,0.11,,0.0,0.0,
14,0.12,,0.0,0.0,
15,0.71,,0.0,0.0,
16,0.11,,0.0,0.0,
17,0.11,,0.0,0.0,
18,0.24,,0.0,0.0,
19,0.9,,0.0,0.0,
20,1.25,,0.0,0.0,
21,3.17,,0.0,0.0,
22,3.89,,0.0,0.0,
23,1.39,,0.0,0.0,
