hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.73,0.262,0.0,0.0,0.0
1,0.18,,0.0,0.0,
2,0.18,,0.0,0.0,
3,0.17,,0.0,0.0,
4,0.18,,0.0,0.0,
5,0.72,,0.0,0.0,
6,0.41,,0.0,0.0,
7,1.11,,0.0,0.0,
8,2.19,,0.0,0.0,
9,2.19,,0.0,0.0,
10,0.16,,0.0,0.0,
11,0.08,,0.0,0.0,
12,0.75,,0.0,0.0,
13,0.07,,0.0,0.0,
14,0.08,,0.0,0.0,
15,0.07,,0.0,0.0,
16,0.07,,0.0,0.0,
17,0.7,,0.0,0.0,
18,3.22,,0.0,0.0,
19,0.82,,0.0,0.0,
20,1.15,,0.0,0.0,
21,1.82,,0.0,0.0,
22,0.43,,0.0,0.0,
23,0.9,,0.0,0.0,
