hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.063,0.0,0.0,0.0
1,0.75,0.261,0.0,0.0,0.0
2,0.33,0.115,0.0,0.0,0.0
3,0.17,0.059,0.0,0.0,0.0
4,0.19,0.066,0.0,0.0,0.0
5,0.18,0.062,0.0,0.0,0.0
6,1.1,0.383,0.0,0.0,0.0
7,1.07,0.373,0.0,0.0,0.0
8,1.85,0.645,0.0,0.0,0.0
9,0.15,0.052,0.0,0.0,0.0
10,0.52,0.181,0.0,0.0,0.0
11,1.34,0.467,0.0,0.0,0.0
12,0.16,0.056,0.0,0.0,0.0
13,0.15,0.052,0.0,0.0,0.0
14,0.67,0.234,0.0,0.0,0.0
15,0.16,0.056,0.0,0.0,0.0
16,0.16,0.056,0.0,0.0,0.0
17,0.15,0.052,0.0,0.0,0.0
18,1.7,0.593,0.0,0.0,0.0
19,1.14,0.398,0.0,0.0,0.0
20,0.65,0.227,0.0,0.0,0.0
21,1.96,0.683,0.0,0.0,0.0
22,0.16,0.055,0.0,0.0,0.0
23,0.56,0.195,0.0,0.0,0.0
