hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.73,0.31,0.0,0.0,0.0
1,0.1,0.042,0.0,0.0,0.0
2,0.09,0.038,0.0,0.0,0.0
3,0.09,0.038,0.0,0.0,0.0
4,0.1,0.042,0.0,0.0,0.0
5,0.66,0.281,0.0,0.0,0.0
6,0.32,0.136,0.0,0.0,0.0
7,1.17,0.497,0.0,0.0,0.0
8,0.77,0.327,0.0,0.0,0.0
9,0.07,0.03,0.0,0.0,0.0
10,0.08,0.034,0.0,0.0,0.0
11,0.58,0.246,0.0,0.0,0.0
12,0.07,0.03,0.0,0.0,0.0
13,0.07,0.03,0.0,0.0,0.0
14,0.07,0.03,0.0,0.0,0.0
15,0.07,0.03,0.0,0.0,0.0
16,0.07,0.03,0.0,0.0,0.0
17,0.99,0.42,0.0,0.0,0.0
18,0.92,0.391,0.0,0.0,0.0
19,0.74,0.314,0.0,0.0,0.0
20,1.33,0.564,0.0,0.0,0.0
21,0.83,0.352,0.0,0.0,0.0
22,0.17,0.072,0.0,0.0,0.0
23,0.12,0.05,0.0,0.0,0.0
