hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.2,0.086,0.0,0.0,0.0
1,0.2,0.087,0.0,0.0,0.0
2,0.19,0.082,0.0,0.0,0.0
3,0.19,0.082,0.0,0.0,0.0
4,0.77,0.334,0.0,0.0,0.0
5,0.19,0.082,0.0,0.0,0.0
6,0.2,0.086,0.0,0.0,0.0
7,0.19,0.082,0.0,0.0,0.0
8,0.18,0.078,0.0,0.0,0.0
9,0.17,0.074,0.0,0.0,0.0
10,0.18,0.078,0.0,0.0,0.0
11,3.35,1.454,0.0,0.0,0.0
12,0.3,0.13,0.0,0.0,0.0
13,0.18,0.078,0.0,0.0,0.0
14,0.83,0.36,0.0,0.0,0.0
15,1.31,0.569,0.0,0.0,0.0
16,0.35,0.152,0.0,0.0,0.0
17,0.56,0.243,0.0,0.0,0.0
18,0.72,0.312,0.0,0.0,0.0
19,0.32,0.139,0.0,0.0,0.0
20,0.3,0.13,0.0,0.0,0.0
21,0.35,0.152,0.0,0.0,0.0
22,0.19,0.082,0.0,0.0,0.0
23,0.75,0.326,0.0,0.0,0.0
