hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.25,0.087,0.0,0.0,0.0
1,0.87,0.301,0.0,0.0,0.0
2,0.25,0.087,0.0,0.0,0.0
3,0.25,0.087,0.0,0.0,0.0
4,0.24,0.084,0.0,0.0,0.0
5,0.38,0.132,0.0,0.0,0.0
6,0.67,0.232,0.0,0.0,0.0
7,0.14,0.048,0.0,0.0,0.0
8,0.15,0.052,0.0,0.0,0.0
9,0.13,0.045,0.0,0.0,0.0
10,0.33,0.114,0.0,0.0,0.0
11,0.68,0.236,0.0,0.0,0.0
12,3.71,1.285,0.0,0.0,0.0
13,0.74,0.256,0.0,0.0,0.0
14,1.0,0.347,0.0,0.0,0.0
15,0.52,0.18,0.0,0.0,0.0
16,0.44,0.152,0.0,0.0,0.0
17,0.8,0.277,0.0,0.0,0.0
18,0.61,0.212,0.0,0.0,0.0
19,0.65,0.225,0.0,0.0,0.0
20,1.36,0.471,0.0,0.0,0.0
21,1.17,0.405,0.0,0.0,0.0
22,0.17,0.059,0.0,0.0,0.0
23,0.64,0.222,0.0,0.0,0.0
