hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.032,0.0,0.0,0.0
1,0.67,0.263,0.0,0.0,0.0
2,0.09,0.036,0.0,0.0,0.0
3,0.08,0.032,0.0,0.0,0.0
4,0.08,0.032,0.0,0.0,0.0
5,0.08,0.032,0.0,0.0,0.0
6,0.31,0.122,0.0,0.0,0.0
7,1.12,0.439,0.0,0.0,0.0
8,0.07,0.028,0.0,0.0,0.0
9,2.81,1.101,0.0,0.0,0.0
10,0.23,0.09,0.0,0.0,0.0
11,0.17,0.066,0.0,0.0,0.0
12,0.8,0.313,0.0,0.0,0.0
13,0.18,0.07,0.0,0.0,0.0
14,2.0,0.784,0.0,0.0,0.0
15,0.61,0.239,0.0,0.0,0.0
16,0.1,0.04,0.0,0.0,0.0
17,0.65,0.255,0.0,0.0,0.0
18,0.25,0.098,0.0,0.0,0.0
19,1.44,0.564,0.0,0.0,0.0
20,0.51,0.2,0.0,0.0,0.0
21,1.28,0.502,0.0,0.0,0.0
22,1.48,0.58,0.0,0.0,0.0
23,0.13,0.051,0.0,0.0,0.0
