hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.55,0.235,0.0,0.0,0.0
1,0.17,0.072,0.0,0.0,0.0
2,0.18,0.076,0.0,0.0,0.0
3,0.71,0.303,0.0,0.0,0.0
4,0.17,0.072,0.0,0.0,0.0
5,0.18,0.076,0.0,0.0,0.0
6,0.51,0.217,0.0,0.0,0.0
7,2.08,0.887,0.0,0.0,0.0
8,1.99,0.848,0.0,0.0,0.0
9,0.23,0.098,0.0,0.0,0.0
10,0.36,0.153,0.0,0.0,0.0
11,0.75,0.319,0.0,0.0,0.0
12,0.23,0.098,0.0,0.0,0.0
13,0.24,0.102,0.0,0.0,0.0
14,0.24,0.102,0.0,0.0,0.0
15,0.82,0.349,0.0,0.0,0.0
16,0.25,0.106,0.0,0.0,0.0
17,0.24,0.102,0.0,0.0,0.0
18,0.24,0.102,0.0,0.0,0.0
19,0.69,0.294,0.0,0.0,0.0
20,0.52,0.222,0.0,0.0,0.0
21,0.25,0.106,0.0,0.0,0.0
22,0.78,0.332,0.0,0.0,0.0
23,0.47,0.2,0.0,0.0,0.0
