hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.61,0.244,0.0,0.0,0.0
1,0.15,0.06,0.0,0.0,0.0
2,0.14,0.056,0.0,0.0,0.0
3,0.14,0.056,0.0,0.0,0.0
4,0.67,0.268,0.0,0.0,0.0
5,0.14,0.056,0.0,0.0,0.0
6,0.44,0.176,0.0,0.0,0.0
7,2.18,0.872,0.0,0.0,0.0
8,2.09,0.836,0.0,0.0,0.0
9,0.13,0.052,0.0,0.0,0.0
10,0.13,0.052,0.0,0.0,0.0
11,0.74,0.296,0.0,0.0,0.0
12,0.14,0.056,0.0,0.0,0.0
13,0.13,0.052,0.0,0.0,0.0
14,0.14,0.056,0.0,0.0,0.0
15,0.13,0.052,0.0,0.0,0.0
16,0.72,0.288,0.0,0.0,0.0
17,0.15,0.06,0.0,0.0,0.0
18,0.83,0.332,0.0,0.0,0.0
19,0.6,0.24,0.0,0.0,0.0
20,0.95,0.38,0.0,0.0,0.0
21,1.94,0.776,0.0,0.0,0.0
22,0.25,0.1,0.0,0.0,0.0
23,0.67,0.268,0.0,0.0,0.0
