hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.72,0.264,0.0,0.0,0.0
1,0.17,0.062,0.0,0.0,0.0
2,0.18,0.066,0.0,0.0,0.0
3,0.17,0.062,0.0,0.0,0.0
4,0.17,0.062,0.0,0.0,0.0
5,0.72,0.264,0.0,0.0,0.0
6,0.17,0.062,0.0,0.0,0.0
7,1.28,0.47,0.0,0.0,0.0
8,2.19,0.804,0.0,0.0,0.0
9,0.16,0.058,0.0,0.0,0.0
10,0.17,0.062,0.0,0.0,0.0
11,0.77,0.283,0.0,0.0,0.0
12,0.17,0.062,0.0,0.0,0.0
13,0.17,0.062,0.0,0.0,0.0
14,0.16,0.058,0.0,0.0,0.0
15,0.77,0.283,0.0,0.0,0.0
16,0.17,0.062,0.0,0.0,0.0
17,0.17,0.062,0.0,0.0,0.0
18,0.26,0.095,0.0,0.0,0.0
19,0.29,0.106,0.0,0.0,0.0
20,1.3,0.478,0.0,0.0,0.0
21,2.22,0.815,0.0,0.0,0.0
22,0.7,0.257,0.0,0.0,0.0
23,0.29,0.107,0.0,0.0,0.0
