hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.21,0.066,0.0,0.0,0.0
1,0.17,0.053,0.0,0.0,0.0
2,0.8,0.252,0.0,0.0,0.0
3,0.17,0.053,0.0,0.0,0.0
4,0.18,0.056,0.0,0.0,0.0
5,0.17,0.053,0.0,0.0,0.0
6,1.1,0.347,0.0,0.0,0.0
7,3.92,1.238,0.0,0.0,0.0
8,2.29,0.723,0.0,0.0,0.0
9,0.17,0.053,0.0,0.0,0.0
10,0.16,0.05,0.0,0.0,0.0
11,0.81,0.256,0.0,0.0,0.0
12,0.17,0.053,0.0,0.0,0.0
13,0.17,0.053,0.0,0.0,0.0
14,0.16,0.05,0.0,0.0,0.0
15,0.17,0.053,0.0,0.0,0.0
16,0.58,0.183,0.0,0.0,0.0
17,0.36,0.113,0.0,0.0,0.0
18,0.34,0.107,0.0,0.0,0.0
19,0.71,0.224,0.0,0.0,0.0
20,3.11,0.982,0.0,0.0,0.0
21,3.64,1.149,0.0,0.0,0.0
22,0.21,0.067,0.0,0.0,0.0
23,0.18,0.056,0.0,0.0,0.0
